district,STATE/UT,DISTRICT,year,BananasPerCapita
1050355,MEGHALAYA,KHASI HILLS WEST,2006,0
1050352,MEGHALAYA,RI-BHOI,2006,0
1050356,MIZORAM,AIZAWL,2006,0
1050357,MIZORAM,CHAMPHAI,2006,0
1050358,MIZORAM,KOLASIB,2006,0
1050359,MIZORAM,LAWNGTLAI,2006,0
1050360,MIZORAM,LUNGLEI,2006,0
1050361,MIZORAM,MAMIT,2006,0
1050364,NAGALAND,DIMAPUR,2006,0
1050365,NAGALAND,KOHIMA,2006,0
1050367,NAGALAND,MON,2006,0
1050369,NAGALAND,TUENSANG,2006,0
1050370,NAGALAND,WOKHA,2006,0
1050372,ODISHA,ANGUL,2006,12
1050373,ODISHA,BALASORE,2006,46
1050374,ODISHA,BARAGARH,2006,17
1050376,ODISHA,BOLANGIR,2006,7
1050377,ODISHA,BOUDH,2006,1
1050379,ODISHA,DEOGARH,2006,2
1050380,ODISHA,DHENKANAL,2006,12
1050381,ODISHA,GAJAPATI,2006,3
1050382,ODISHA,GANJAM,2006,20
1050383,ODISHA,JAGATSINGHPUR,2006,17
1050384,ODISHA,JAJPUR,2006,29
1050385,ODISHA,JHARSUGUDA,2006,3
1050386,ODISHA,KALAHANDI,2006,12
1050387,ODISHA,KANDHAMAL,2006,2
1050388,ODISHA,KENDRAPARA,2006,36
1050389,ODISHA,KEONJHAR,2006,10
1050390,ODISHA,KHURDA,2006,35
1050391,ODISHA,KORAPUT,2006,5
1050392,ODISHA,MALKANGIR,2006,3
1050393,ODISHA,MAYURBHANJ,2006,25
1050395,ODISHA,NAYAGARH,2006,12
1050394,ODISHA,NOWRANGPUR,2006,5
1050396,ODISHA,NUAPADA,2006,6
1050397,ODISHA,PURI,2006,30
1050398,ODISHA,RAYAGADA,2006,7
1050399,ODISHA,SAMBALPUR,2006,7
1050400,ODISHA,SONEPUR,2006,2
1050401,ODISHA,SUNDARGARH,2006,0
1050406,PUNJAB,AMRITSAR,2006,5
1050407,PUNJAB,BHATINDA,2006,5
1050408,PUNJAB,FARIDKOT,2006,5
1050409,PUNJAB,FATEHGARH SAHIB,2006,4
1050410,PUNJAB,FEROZEPUR,2006,7
1050411,PUNJAB,GURDASPUR,2006,14
1050412,PUNJAB,HOSHIARPUR,2006,13
1050413,PUNJAB,JALANDHAR,2006,6
1050415,PUNJAB,LUDHIANA,2006,12
1050416,PUNJAB,MANSA,2006,1
1050417,PUNJAB,MOGA,2006,1
1050418,PUNJAB,MUKTSAR,2006,5
1050420,PUNJAB,PATIALA,2006,4
1050421,PUNJAB,ROPAR,2006,5
1050422,PUNJAB,SANGRUR,2006,7
1050423,RAJASTHAN,AJMER,2006,9
1050424,RAJASTHAN,ALWAR,2006,36
1050425,RAJASTHAN,BANSWARA,2006,5
1050426,RAJASTHAN,BARAN,2006,5
1050427,RAJASTHAN,BARMER,2006,7
1050428,RAJASTHAN,BHARATPUR,2006,16
1050429,RAJASTHAN,BHILWARA,2006,9
1050430,RAJASTHAN,BIKANER,2006,16
1050431,RAJASTHAN,BUNDI,2006,5
1050432,RAJASTHAN,CHITTORGARH,2006,9
1050433,RAJASTHAN,CHURU,2006,10
1050434,RAJASTHAN,DAUSA,2006,14
1050435,RAJASTHAN,DHOLPUR,2006,25
1050436,RAJASTHAN,DUNGARPUR,2006,2
1050437,RAJASTHAN,GANGANAGAR,2006,16
1050438,RAJASTHAN,HANUMANGARH,2006,10
1050439,RAJASTHAN,JAIPUR,2006,37
1050440,RAJASTHAN,JAISALMER,2006,5
1050441,RAJASTHAN,JALORE,2006,10
1050442,RAJASTHAN,JHALAWAR,2006,10
1050443,RAJASTHAN,JHUNJHUNU,2006,17
1050444,RAJASTHAN,JODHPUR,2006,27
1050445,RAJASTHAN,KARAULI,2006,19
1050446,RAJASTHAN,KOTA,2006,16
1050447,RAJASTHAN,NAGAUR,2006,12
1050448,RAJASTHAN,PALI,2006,10
1050449,RAJASTHAN,RAJSAMAND,2006,2
1050450,RAJASTHAN,SAWAI MADHOPUR,2006,7
1050451,RAJASTHAN,SIKAR,2006,9
1050452,RAJASTHAN,SIROHI,2006,7
1050453,RAJASTHAN,TONK,2006,5
1050454,RAJASTHAN,UDAIPUR,2006,7
1050455,SIKKIM,EAST,2006,0
1050456,SIKKIM,NORTH,2006,0
1050458,SIKKIM,WEST,2006,0
1050461,TAMIL NADU,COIMBATORE,2006,13
1050462,TAMIL NADU,CUDDALORE,2006,8
1050463,TAMIL NADU,DHARMAPURI,2006,4
1050464,TAMIL NADU,DINDIGUL,2006,4
1050465,TAMIL NADU,ERODE,2006,7
1050466,TAMIL NADU,KANCHIPURAM,2006,12
1050467,TAMIL NADU,KANYAKUMARI,2006,4
1050468,TAMIL NADU,KARUR,2006,0
1050469,TAMIL NADU,MADURAI,2006,6
1050470,TAMIL NADU,NAGAPATTINAM,2006,6
1050471,TAMIL NADU,NAMAKKAL,2006,0
1050472,TAMIL NADU,NILGIRIS,2006,1
1050473,TAMIL NADU,PERAMBALUR,2006,3
1050474,TAMIL NADU,PUDUKOTTAI,2006,5
1050475,TAMIL NADU,RAMNATHAPURAM,2006,7
1050476,TAMIL NADU,SALEM,2006,13
1050477,TAMIL NADU,SIVAGANGAI,2006,2
1050478,TAMIL NADU,THANJAVUR,2006,6
1050479,TAMIL NADU,THENI,2006,3
1050484,TAMIL NADU,THIRUNELVELI,2006,8
1050480,TAMIL NADU,THIRUVALLUR,2006,2
1050485,TAMIL NADU,THIRUVANNAMALAI,2006,1
1050481,TAMIL NADU,THIRUVARUR,2006,5
1050482,TAMIL NADU,THOOTHUGUDI,2006,2
1050486,TAMIL NADU,VELLORE,2006,7
1050487,TAMIL NADU,VILLUPURAM,2006,6
1050489,TRIPURA,DHALAI,2006,2
1050490,TRIPURA,NORTH,2006,3
1050491,TRIPURA,SOUTH,2006,9
1050492,TRIPURA,WEST,2006,21
1050493,UTTAR PRADESH,AGRA,2006,63
1050495,UTTAR PRADESH,ALLAHABAD,2006,46
1050496,UTTAR PRADESH,AMBEDKAR NAGAR,2006,15
1050498,UTTAR PRADESH,AZAMGARH,2006,29
1050499,UTTAR PRADESH,BADAUN,2006,33
1050500,UTTAR PRADESH,BAGHPAT,2006,12
1050501,UTTAR PRADESH,BAHRAICH,2006,24
1050502,UTTAR PRADESH,BALLIA,2006,11
1050503,UTTAR PRADESH,BALRAMPUR,2006,9
1050504,UTTAR PRADESH,BANDA,2006,17
1050505,UTTAR PRADESH,BARABANKI,2006,25
1050506,UTTAR PRADESH,BAREILLY,2006,31
1050507,UTTAR PRADESH,BASTI,2006,12
1050508,UTTAR PRADESH,BIJNOR,2006,18
1050509,UTTAR PRADESH,BULANDSHAHAR,2006,33
1050510,UTTAR PRADESH,CHANDOLI,2006,12
1050511,UTTAR PRADESH,CHITRAKOOT DHAM,2006,9
1050512,UTTAR PRADESH,DEORIA,2006,23
1050513,UTTAR PRADESH,ETAH,2006,46
1050514,UTTAR PRADESH,ETAWAH,2006,30
1050517,UTTAR PRADESH,FATEHPUR,2006,27
1050518,UTTAR PRADESH,FIROZABAD,2006,35
1050520,UTTAR PRADESH,GHAZIABAD,2006,41
1050521,UTTAR PRADESH,GHAZIPUR,2006,22
1050522,UTTAR PRADESH,GONDA,2006,28
1050523,UTTAR PRADESH,GORAKHPUR,2006,16
1050524,UTTAR PRADESH,HAMIRPUR,2006,12
1050525,UTTAR PRADESH,HARDOI,2006,35
1050526,UTTAR PRADESH,HATHRAS,2006,22
1050530,UTTAR PRADESH,J.P.NAGAR,2006,14
1050527,UTTAR PRADESH,JALAUN,2006,36
1050528,UTTAR PRADESH,JAUNPUR,2006,46
1050529,UTTAR PRADESH,JHANSI,2006,21
1050531,UTTAR PRADESH,KANNAUJ,2006,19
1050535,UTTAR PRADESH,KUSHI NAGAR,2006,24
1050537,UTTAR PRADESH,LALITPUR,2006,9
1050538,UTTAR PRADESH,LUCKNOW,2006,39
1050539,UTTAR PRADESH,MAHARAJGANJ,2006,12
1050540,UTTAR PRADESH,MAHOBA,2006,9
1050541,UTTAR PRADESH,MAINPURI,2006,35
1050542,UTTAR PRADESH,MATHURA,2006,25
1050545,UTTAR PRADESH,MIRZAPUR,2006,22
1050546,UTTAR PRADESH,MORADABAD,2006,23
1050547,UTTAR PRADESH,MUZAFFARNAGAR,2006,39
1050548,UTTAR PRADESH,PILIBHIT,2006,16
1050549,UTTAR PRADESH,PRATAPGARH,2006,30
1050550,UTTAR PRADESH,RAIBAREILLY,2006,23
1050552,UTTAR PRADESH,SAHARANPUR,2006,16
1050555,UTTAR PRADESH,SHAHJAHANPUR,2006,34
1050556,UTTAR PRADESH,SHRAWASTI,2006,16
1050557,UTTAR PRADESH,SIDHARTHNAGAR,2006,15
1050558,UTTAR PRADESH,SITAPUR,2006,58
1050559,UTTAR PRADESH,SONBHADRA,2006,10
1050560,UTTAR PRADESH,SULTANPUR,2006,23
1050561,UTTAR PRADESH,UNNAO,2006,37
1050562,UTTAR PRADESH,VARANASI,2006,23
1050563,UTTARAKHAND,ALMORA,2006,5
1050565,UTTARAKHAND,CHAMOLI,2006,5
1050567,UTTARAKHAND,DEHRADUN,2006,9
1050568,UTTARAKHAND,HARIDWAR,2006,11
1050569,UTTARAKHAND,NAINITAL,2006,7
1050570,UTTARAKHAND,PAURI GARHWAL,2006,8
1050571,UTTARAKHAND,PITHORAGARH,2006,3
1050573,UTTARAKHAND,TEHRI GARHWAL,2006,6
1050575,UTTARAKHAND,UTTARKASHI,2006,3
1050590,WEST BENGAL,24 PARGANAS NORTH,2006,74
1050592,WEST BENGAL,24 PARGANAS SOUTH,2006,68
1050576,WEST BENGAL,BANKURA,2006,24
1050578,WEST BENGAL,BIRBHUM,2006,18
1050577,WEST BENGAL,BURDWAN,2006,27
1050585,WEST BENGAL,COOCHBEHAR,2006,5
1050580,WEST BENGAL,DARJEELING,2006,1
1050583,WEST BENGAL,HOOGHLY,2006,8
1050584,WEST BENGAL,JALPAIGURI,2006,6
1050587,WEST BENGAL,MALDA,2006,5
1050594,WEST BENGAL,PASCHIM MIDNAPUR,2006,25
1050581,WEST BENGAL,PURAB MIDNAPUR,2006,27
1050588,WEST BENGAL,MURSHIDABAD,2006,30
1050589,WEST BENGAL,NADIA,2006,43
1050591,WEST BENGAL,PURULIA,2006,20
1050593,WEST BENGAL,UTTAR DINAJPUR,2006,5
1050121,DELHI,DELHI UT TOTAL,2006,137
1050257,LAKSHADWEEP,LAKSHADWEEP,2006,0
1050003,ANDHRA PRADESH,ADILABAD,2007,21
1050004,ANDHRA PRADESH,ANANTAPUR,2007,14
1050005,ANDHRA PRADESH,CHITTOOR,2007,25
1050006,ANDHRA PRADESH,CUDDAPAH,2007,8
1050007,ANDHRA PRADESH,EAST GODAVARI,2007,19
1050008,ANDHRA PRADESH,GUNTUR,2007,28
1050010,ANDHRA PRADESH,KARIMNAGAR,2007,61
1050011,ANDHRA PRADESH,KHAMMAM,2007,28
1050012,ANDHRA PRADESH,KRISHNA,2007,13
1050013,ANDHRA PRADESH,KURNOOL,2007,7
1050014,ANDHRA PRADESH,MAHABOOBNAGAR,2007,27
1050015,ANDHRA PRADESH,MEDAK,2007,49
1050016,ANDHRA PRADESH,NALGONDA,2007,36
1050017,ANDHRA PRADESH,NELLORE,2007,14
1050018,ANDHRA PRADESH,NIZAMABAD,2007,25
1050019,ANDHRA PRADESH,PRAKASHAM,2007,7
1050020,ANDHRA PRADESH,RANGA REDDY,2007,25
1050021,ANDHRA PRADESH,SRIKAKULAM,2007,12
1050022,ANDHRA PRADESH,VISAKHAPATNAM,2007,14
1050023,ANDHRA PRADESH,VIZIANAGARAM,2007,3
1050024,ANDHRA PRADESH,WARANGAL,2007,56
1050025,ANDHRA PRADESH,WEST GODAVARI,2007,22
1050031,ARUNACHAL PRADESH,DIBANG VALLEY,2007,0
1050036,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2007,0
1050027,ARUNACHAL PRADESH,KAMENG EAST,2007,0
1050039,ARUNACHAL PRADESH,KAMENG WEST,2007,0
1050030,ARUNACHAL PRADESH,LOHIT,2007,0
1050033,ARUNACHAL PRADESH,PAPUM PARE,2007,0
1050028,ARUNACHAL PRADESH,SIANG EAST,2007,0
1050037,ARUNACHAL PRADESH,SIANG UPPER,2007,0
1050040,ARUNACHAL PRADESH,SIANG WEST,2007,0
1050032,ARUNACHAL PRADESH,SUBANSIRI LOWER,2007,0
1050038,ARUNACHAL PRADESH,SUBANSIRI UPPER,2007,0
1050034,ARUNACHAL PRADESH,TAWANG,2007,0
1050041,ASSAM,BARPETA,2007,10
1050042,ASSAM,BONGAIGAON,2007,5
1050043,ASSAM,CACHAR,2007,4
1050044,ASSAM,DARRANG,2007,3
1050046,ASSAM,DHUBRI,2007,12
1050047,ASSAM,DIBRUGARH,2007,0
1050049,ASSAM,GOLAGHAT,2007,0
1050051,ASSAM,JORHAT,2007,3
1050052,ASSAM,KAMRUP,2007,0
1050053,ASSAM,KARBI ANGLONG,2007,3
1050055,ASSAM,KOKRAJHAR,2007,1
1050056,ASSAM,LAKHIMPUR,2007,0
1050057,ASSAM,MORIGAON,2007,3
1050060,ASSAM,N.C.HILLS,2007,2
1050058,ASSAM,NAGAON,2007,11
1050061,ASSAM,SIBSAGAR,2007,0
1050062,ASSAM,SONITPUR,2007,8
1050063,ASSAM,TINSUKIA,2007,0
1050064,BIHAR,ARARIA,2007,11
1050065,BIHAR,AURANGABAD,2007,36
1050066,BIHAR,BANKA,2007,24
1050068,BIHAR,BHABHUA,2007,24
1050069,BIHAR,BHAGALPUR,2007,21
1050072,BIHAR,DARBHANGA,2007,39
1050073,BIHAR,GAYA,2007,74
1050075,BIHAR,JAMUI,2007,8
1050076,BIHAR,JEHANABAD,2007,19
1050077,BIHAR,KATIHAR,2007,14
1050079,BIHAR,KISHANGANJ,2007,8
1050080,BIHAR,LAKHISARAI,2007,10
1050082,BIHAR,MADHUBANI,2007,27
1050083,BIHAR,MUNGER,2007,10
1050084,BIHAR,MUZAFFARPUR,2007,93
1050085,BIHAR,NALANDA,2007,57
1050086,BIHAR,NAWADAH,2007,15
1050090,BIHAR,PURNEA,2007,17
1050091,BIHAR,ROHTAS,2007,58
1050092,BIHAR,SAHARSA,2007,14
1050093,BIHAR,SAMASTIPUR,2007,55
1050094,BIHAR,SARAN,2007,47
1050098,BIHAR,SIWAN,2007,32
1050099,BIHAR,SUPAUL,2007,14
1050100,BIHAR,VAISHALI,2007,68
1050103,CHHATTISGARH,BILASPUR,2007,26
1050104,CHHATTISGARH,DANTEWARA,2007,0
1050105,CHHATTISGARH,DHAMTARI,2007,1
1050106,CHHATTISGARH,DURG,2007,14
1050107,CHHATTISGARH,JANJGIR,2007,13
1050108,CHHATTISGARH,JASHPUR,2007,1
1050109,CHHATTISGARH,KANKER,2007,1
1050111,CHHATTISGARH,KORBA,2007,1
1050112,CHHATTISGARH,KORIYA,2007,0
1050113,CHHATTISGARH,MAHASAMUND,2007,2
1050114,CHHATTISGARH,RAIGARH,2007,7
1050115,CHHATTISGARH,RAIPUR,2007,15
1050116,CHHATTISGARH,RAJNANDGAON,2007,8
1050117,CHHATTISGARH,SARGUJA,2007,1
1050123,GOA,SOUTH GOA,2007,0
1050124,GUJARAT,AHMEDABAD,2007,4
1050146,GUJARAT,AHWA-DANG,2007,0
1050125,GUJARAT,AMRELI,2007,0
1050128,GUJARAT,BHARUCH,2007,0
1050129,GUJARAT,BHAVNAGAR,2007,1
1050130,GUJARAT,DAHOD,2007,0
1050131,GUJARAT,GANDHINAGAR,2007,1
1050132,GUJARAT,JAMNAGAR,2007,0
1050133,GUJARAT,JUNAGADH,2007,1
1050135,GUJARAT,KHEDA NORTH,2007,0
1050134,GUJARAT,KUTCH,2007,2
1050136,GUJARAT,MEHSANA,2007,2
1050137,GUJARAT,NARMADA,2007,0
1050138,GUJARAT,NAVSARI,2007,0
1050140,GUJARAT,PATAN,2007,0
1050141,GUJARAT,PORBANDAR,2007,0
1050142,GUJARAT,RAJKOT,2007,7
1050144,GUJARAT,SURAT,2007,22
1050145,GUJARAT,SURENDRANAGAR,2007,0
1050147,GUJARAT,VADODARA,2007,0
1050148,GUJARAT,VALSAD,2007,0
1050149,HARYANA,AMBALA,2007,16
1050150,HARYANA,BHIWANI,2007,17
1050151,HARYANA,FARIDABAD,2007,19
1050154,HARYANA,HISSAR,2007,7
1050157,HARYANA,KAITHAL,2007,14
1050158,HARYANA,KARNAL,2007,13
1050160,HARYANA,MAHENDRAGARH,2007,14
1050163,HARYANA,REWARI,2007,12
1050164,HARYANA,ROHTAK,2007,31
1050165,HARYANA,SIRSA,2007,5
1050166,HARYANA,SONIPAT,2007,16
1050167,HARYANA,YAMUNANAGAR,2007,6
1050169,HIMACHAL PRADESH,CHAMBA,2007,0
1050171,HIMACHAL PRADESH,KANGRA,2007,3
1050172,HIMACHAL PRADESH,KINNAUR,2007,0
1050173,HIMACHAL PRADESH,KULLU,2007,0
1050174,HIMACHAL PRADESH,LAHAUL-SPITI,2007,0
1050175,HIMACHAL PRADESH,MANDI,2007,0
1050176,HIMACHAL PRADESH,SHIMLA,2007,1
1050177,HIMACHAL PRADESH,SIRMAUR,2007,0
1050178,HIMACHAL PRADESH,SOLAN,2007,3
1050180,JAMMU & KASHMIR,ANANTNAG,2007,0
1050182,JAMMU & KASHMIR,BARAMULLA,2007,0
1050181,JAMMU & KASHMIR,BUDGAM,2007,0
1050183,JAMMU & KASHMIR,DODA,2007,0
1050184,JAMMU & KASHMIR,JAMMU,2007,3
1050185,JAMMU & KASHMIR,KARGIL,2007,0
1050186,JAMMU & KASHMIR,KATHUA,2007,1
1050188,JAMMU & KASHMIR,LEH,2007,0
1050190,JAMMU & KASHMIR,POONCH,2007,0
1050191,JAMMU & KASHMIR,RAJOURI,2007,3
1050192,JAMMU & KASHMIR,SRINAGAR,2007,0
1050193,JAMMU & KASHMIR,UDHAMPUR,2007,0
1050194,JHARKHAND,BOKARO,2007,21
1050195,JHARKHAND,CHATRA,2007,15
1050196,JHARKHAND,DEOGHAR,2007,21
1050197,JHARKHAND,DHANBAD,2007,29
1050198,JHARKHAND,DUMKA,2007,23
1050199,JHARKHAND,GARHWA,2007,8
1050200,JHARKHAND,GIRIDIH,2007,20
1050201,JHARKHAND,GODDA,2007,7
1050202,JHARKHAND,GUMLA,2007,1
1050203,JHARKHAND,HAZARIBAGH,2007,45
1050206,JHARKHAND,LATEHAR,2007,4
1050209,JHARKHAND,PALAMU,2007,17
1050212,JHARKHAND,RANCHI,2007,17
1050213,JHARKHAND,SAHEBGANJ,2007,9
1050214,JHARKHAND,SARAIKELA,2007,4
1050215,JHARKHAND,SIMDEGA,2007,0
1050216,KARNATAKA,BAGALKOT,2007,2
1050217,KARNATAKA,BANGALORE RURAL,2007,32
1050219,KARNATAKA,BELGAUM,2007,10
1050220,KARNATAKA,BELLARY,2007,7
1050221,KARNATAKA,BIDAR,2007,4
1050222,KARNATAKA,BIJAPUR,2007,2
1050223,KARNATAKA,CHAMARAJNAGAR,2007,2
1050224,KARNATAKA,CHICKMAGALUR,2007,4
1050225,KARNATAKA,CHITRADURGA,2007,9
1050226,KARNATAKA,DAKSHIN KANNADA,2007,2
1050227,KARNATAKA,DAVANAGERE,2007,5
1050228,KARNATAKA,DHARWAD,2007,3
1050229,KARNATAKA,GADAG,2007,3
1050230,KARNATAKA,GULBARGA,2007,19
1050231,KARNATAKA,HASSAN,2007,11
1050232,KARNATAKA,HAVERI,2007,5
1050233,KARNATAKA,KODAGU,2007,4
1050234,KARNATAKA,KOLAR,2007,17
1050235,KARNATAKA,KOPPAL,2007,1
1050236,KARNATAKA,MANDYA,2007,15
1050237,KARNATAKA,MYSORE,2007,15
1050238,KARNATAKA,RAICHUR,2007,3
1050239,KARNATAKA,SHIMOGA,2007,3
1050240,KARNATAKA,TUMKUR,2007,10
1050241,KARNATAKA,UDUPI,2007,1
1050242,KARNATAKA,UTTAR KANNADA,2007,1
1050243,KERALA,ALAPUZHA,2007,3
1050245,KERALA,IDUKKI,2007,0
1050246,KERALA,KANNUR,2007,1
1050247,KERALA,KASARGOD,2007,0
1050248,KERALA,KOLLAM,2007,4
1050249,KERALA,KOTTAYAM,2007,1
1050250,KERALA,KOZHIKODE,2007,3
1050251,KERALA,MALAPPURAM,2007,0
1050252,KERALA,PALAKKAD,2007,6
1050253,KERALA,PATHANAMTHITTA,2007,0
1050255,KERALA,THRISSUR,2007,0
1050254,KERALA,TRIVANDRUM,2007,5
1050260,MADHYA PRADESH,BALAGHAT,2007,7
1050261,MADHYA PRADESH,BARWANI,2007,4
1050262,MADHYA PRADESH,BETUL,2007,13
1050263,MADHYA PRADESH,BHIND,2007,38
1050264,MADHYA PRADESH,BHOPAL,2007,24
1050266,MADHYA PRADESH,CHHATARPUR,2007,31
1050267,MADHYA PRADESH,CHHINDWARA,2007,16
1050268,MADHYA PRADESH,DAMOH,2007,20
1050270,MADHYA PRADESH,DEWAS,2007,22
1050271,MADHYA PRADESH,DHAR,2007,35
1050272,MADHYA PRADESH,DINDORI,2007,3
1050274,MADHYA PRADESH,GUNA,2007,4
1050275,MADHYA PRADESH,GWALIOR,2007,33
1050276,MADHYA PRADESH,HARDA,2007,5
1050277,MADHYA PRADESH,HOSHANGABAD,2007,11
1050278,MADHYA PRADESH,INDORE,2007,21
1050279,MADHYA PRADESH,JABALPUR,2007,42
1050280,MADHYA PRADESH,JHABUA,2007,3
1050281,MADHYA PRADESH,KATNI,2007,22
1050282,MADHYA PRADESH,MANDLA,2007,3
1050283,MADHYA PRADESH,MANDSAUR,2007,6
1050284,MADHYA PRADESH,MORENA,2007,26
1050285,MADHYA PRADESH,NARSINGHPUR,2007,22
1050286,MADHYA PRADESH,NEEMUCH,2007,3
1050287,MADHYA PRADESH,PANNA,2007,7
1050288,MADHYA PRADESH,RAISEN,2007,15
1050289,MADHYA PRADESH,RAJGARH,2007,12
1050290,MADHYA PRADESH,RATLAM,2007,5
1050291,MADHYA PRADESH,REWA,2007,26
1050292,MADHYA PRADESH,SAGAR,2007,30
1050293,MADHYA PRADESH,SATNA,2007,38
1050295,MADHYA PRADESH,SEONI,2007,8
1050296,MADHYA PRADESH,SHAHDOL,2007,10
1050297,MADHYA PRADESH,SHAJAPUR,2007,7
1050298,MADHYA PRADESH,SHEOPUR,2007,3
1050299,MADHYA PRADESH,SHIVPURI,2007,23
1050300,MADHYA PRADESH,SIDHI,2007,24
1050294,MADHYA PRADESH,SIHORE,2007,9
1050301,MADHYA PRADESH,TIKAMGARH,2007,14
1050302,MADHYA PRADESH,UJJAIN,2007,14
1050304,MADHYA PRADESH,VIDISHA,2007,20
1050306,MAHARASHTRA,AHMEDNAGAR,2007,3
1050307,MAHARASHTRA,AKOLA,2007,3
1050308,MAHARASHTRA,AMRAVATI,2007,14
1050309,MAHARASHTRA,AURANGABAD,2007,50
1050311,MAHARASHTRA,BEED,2007,18
1050310,MAHARASHTRA,BHANDARA,2007,2
1050312,MAHARASHTRA,BULDHANA,2007,12
1050313,MAHARASHTRA,CHANDRAPUR,2007,5
1050314,MAHARASHTRA,DHULE,2007,10
1050315,MAHARASHTRA,GADCHIROLI,2007,3
1050316,MAHARASHTRA,GONDIA,2007,3
1050318,MAHARASHTRA,HINGOLI,2007,3
1050319,MAHARASHTRA,JALGAON,2007,20
1050320,MAHARASHTRA,JALNA,2007,31
1050321,MAHARASHTRA,KOLHAPUR,2007,16
1050322,MAHARASHTRA,LATUR,2007,66
1050323,MAHARASHTRA,NAGPUR,2007,14
1050324,MAHARASHTRA,NANDED,2007,19
1050325,MAHARASHTRA,NANDURBAR,2007,3
1050326,MAHARASHTRA,NASIK,2007,9
1050327,MAHARASHTRA,OSMANABAD,2007,2
1050328,MAHARASHTRA,PARBHANI,2007,8
1050329,MAHARASHTRA,PUNE COMMR.,2007,23
1050330,MAHARASHTRA,RAIGAD,2007,4
1050331,MAHARASHTRA,RATNAGIRI,2007,2
1050332,MAHARASHTRA,SANGLI,2007,11
1050333,MAHARASHTRA,SATARA,2007,9
1050334,MAHARASHTRA,SINDHUDURG,2007,4
1050335,MAHARASHTRA,SOLAPUR,2007,4
1050336,MAHARASHTRA,THANE,2007,27
1050337,MAHARASHTRA,WARDHA,2007,0
1050338,MAHARASHTRA,WASHIM,2007,8
1050339,MAHARASHTRA,YAVATMAL,2007,8
1050342,MANIPUR,CHURACHANDPUR,2007,0
1050344,MANIPUR,SENAPATI,2007,0
1050345,MANIPUR,TAMENGLONG,2007,0
1050347,MANIPUR,UKHRUL,2007,0
1050349,MEGHALAYA,GARO HILLS EAST,2007,0
1050353,MEGHALAYA,GARO HILLS SOUTH,2007,0
1050354,MEGHALAYA,GARO HILLS WEST,2007,0
1050351,MEGHALAYA,JAINTIA HILLS,2007,0
1050350,MEGHALAYA,KHASI HILLS EAST,2007,2
1050355,MEGHALAYA,KHASI HILLS WEST,2007,0
1050352,MEGHALAYA,RI-BHOI,2007,0
1050356,MIZORAM,AIZAWL,2007,0
1050357,MIZORAM,CHAMPHAI,2007,0
1050358,MIZORAM,KOLASIB,2007,0
1050359,MIZORAM,LAWNGTLAI,2007,0
1050360,MIZORAM,LUNGLEI,2007,0
1050361,MIZORAM,MAMIT,2007,0
1050364,NAGALAND,DIMAPUR,2007,0
1050365,NAGALAND,KOHIMA,2007,0
1050367,NAGALAND,MON,2007,0
1050369,NAGALAND,TUENSANG,2007,0
1050370,NAGALAND,WOKHA,2007,0
1050372,ODISHA,ANGUL,2007,16
1050373,ODISHA,BALASORE,2007,35
1050374,ODISHA,BARAGARH,2007,10
1050376,ODISHA,BOLANGIR,2007,16
1050377,ODISHA,BOUDH,2007,1
1050379,ODISHA,DEOGARH,2007,2
1050380,ODISHA,DHENKANAL,2007,25
1050381,ODISHA,GAJAPATI,2007,2
1050382,ODISHA,GANJAM,2007,20
1050383,ODISHA,JAGATSINGHPUR,2007,19
1050384,ODISHA,JAJPUR,2007,33
1050385,ODISHA,JHARSUGUDA,2007,1
1050386,ODISHA,KALAHANDI,2007,12
1050387,ODISHA,KANDHAMAL,2007,4
1050388,ODISHA,KENDRAPARA,2007,41
1050389,ODISHA,KEONJHAR,2007,21
1050390,ODISHA,KHURDA,2007,20
1050391,ODISHA,KORAPUT,2007,4
1050392,ODISHA,MALKANGIR,2007,2
1050393,ODISHA,MAYURBHANJ,2007,16
1050395,ODISHA,NAYAGARH,2007,14
1050394,ODISHA,NOWRANGPUR,2007,1
1050396,ODISHA,NUAPADA,2007,8
1050397,ODISHA,PURI,2007,34
1050398,ODISHA,RAYAGADA,2007,2
1050399,ODISHA,SAMBALPUR,2007,5
1050400,ODISHA,SONEPUR,2007,0
1050401,ODISHA,SUNDARGARH,2007,2
1050406,PUNJAB,AMRITSAR,2007,6
1050407,PUNJAB,BHATINDA,2007,6
1050408,PUNJAB,FARIDKOT,2007,2
1050409,PUNJAB,FATEHGARH SAHIB,2007,5
1050410,PUNJAB,FEROZEPUR,2007,5
1050411,PUNJAB,GURDASPUR,2007,9
1050412,PUNJAB,HOSHIARPUR,2007,6
1050413,PUNJAB,JALANDHAR,2007,12
1050415,PUNJAB,LUDHIANA,2007,9
1050416,PUNJAB,MANSA,2007,6
1050417,PUNJAB,MOGA,2007,4
1050418,PUNJAB,MUKTSAR,2007,4
1050420,PUNJAB,PATIALA,2007,17
1050421,PUNJAB,ROPAR,2007,2
1050422,PUNJAB,SANGRUR,2007,5
1050423,RAJASTHAN,AJMER,2007,19
1050424,RAJASTHAN,ALWAR,2007,43
1050425,RAJASTHAN,BANSWARA,2007,4
1050426,RAJASTHAN,BARAN,2007,8
1050427,RAJASTHAN,BARMER,2007,9
1050428,RAJASTHAN,BHARATPUR,2007,30
